text,label
"菌斑牙石是导致牙槽骨吸收破坏的根源,厚厚的牙石像水泥一样围绕在牙根周围,掩盖住了牙齿松动的现象。",0
拍打心包经不能强心效果缺乏证据,0
晚上频繁起夜并不是肾不好,0
摄入的总热量决定是否减肥食物类型其次,0
萝卜和人参一起吃不会中毒,0
夜间消化功能减弱，若大量食用水果或仅吃高糖水果（如菠萝、荔枝等），不仅难以达到减重的目的，缺乏蛋白质的晚餐还会影响肌肉合成，长期可能使代谢率降低。,0
滴眼药水能治好白内障,1
使用安全套不会影响性能力,0
未婚女性同样应注重妇科卫生与检查,0
泡脚可以治疗高血压,1
大蒜泡酒能治疗高血压,1
运动必须空腹才见效,1
老年人凌晨三点起床最养生,1
初夜是否出血不代表生理或道德问题,0
健身房练比在家练更安全,1
各种食物相克,1
牙疼一定是火气大,1
婴幼儿是疫苗保护最关键人群之一,0
气虚就吃黄芪补回来,1
疫苗不会导致癌症,0
宝宝手心热就是发烧,1
痛风能吃豆腐和肉、蛋,0
高血压只需刮痧调理,1
眼睛疲劳就说明快近视了,1
憋尿能训练膀胱,1
吃牛黄解毒片能清热败火万能药,1
坚果比水果健康不需限量,1
女性在月经期性生活不会怀孕,1
苦参泡水可清热解毒治痘痘,1
运动时不戴眼镜更安全,1
不吃早餐更容易燃脂,1
运动后可以喝冰水，因为冰水可以迅速帮助身体核心部位降温，避免中暑或者脱水,0
无糖食品可以无限吃,1
中医常用于亚健康调理但不能替代医学检查,0
代谢差的人减不了肥,1
只要有症状才会传染他人,1
吃辣可以杀病毒,1
艾叶水泡脚能改善脚部血液循环但非万能,0
怀孕期间不能吃中药会流产,1
桶装矿泉水开封3天后变成危险水,1
打完疫苗就能彻底免疫,1
疫苗无用只是心理安慰,1
慢性失眠可能由心理、环境或生理因素引起,0
姜辣素对人的心脏和血管有刺激作用，上吃太多，可能会让人感到精神兴奋，从而影响睡眠,0
青光眼与白内障为不同眼病,0
儿童和青少年需要更长的睡眠时间,0
眼药水不能改变眼白颜色,0
中药材种类和炮制方法影响药效,0
孩子身上有红点就是过敏,1
负面情绪是人类正常情绪的一部分,0
多转眼珠可以治近视,1
运动会让女性月经紊乱,1
远视是另一种屈光不正并非更严重,0
幽门幽门螺杆菌不会自行消除，目前推荐的根除方法是四联疗法，即两种抗生素、一种质子泵抑制剂和一种铋剂共四种药物联合使用，疗程为10～14天，根除率可达85%～94%。螺杆菌不治不会发展成胃癌,0
同房次数决定夫妻感情好坏,1
鸡蛋每天最多吃一个,1
老花眼说明大脑退化,1
打呼噜说明睡得香,1
中药膏方能根治糖尿病,1
常吃山药不生病,1
生姜红糖水对风寒感冒可能缓解但非通用治疗,0
锻炼效果应以科学计划与恢复为核心,0
脂肪肝是因为吃太油,1
护眼灯降低眩光但不能替代良好用眼习惯,0
艾滋病通过接吻传播,1
做仰卧起坐可以瘦小腹,1
疫苗能传染他人,1
没有越吃越瘦的「负热量食物」,0
空腹可以喝牛奶,0
食物相克说法多数无科学依据,0
记录饮食比主观估计更准确控制总热量,0
喝中药就能不节食减肥,1
疫苗一针就能终身免疫,1
添衣捂汗并不能帮助婴儿退烧，反而会加重病症,0
心理咨询并非洗脑而是促进自我认知,0
早上喝一杯蜂蜜水可改善便秘,1
5月的草莓农药最多，不能吃,1
中医调理慢性病需长期配合且个体差异大,0
疫苗不会改变人体DNA或基因,0
疫苗不会引发DNA突变或染色体异常,0
月经血是身体的毒素,1
睡前避免重体力运动和过度情绪刺激,0
运动和良好作息是提升免疫力的基础,0
大部分痣是皮肤对日晒的一种反应，它们发展为黑色素瘤的可能性极小。,0
茶含鞣酸可能影响铁吸收建议饭后一小时饮用,0
心理康复需要全社会支持与理解,0
病毒在水中生存时间有限水处理工艺可杀灭,0
每天锻炼两小时才够,1
长期缺乏碳水会影响甲状腺功能,0
冬天洗冷水澡可以增强免疫,1
只吃水煮菜能减肥,1
高强度间歇训练燃脂效率高,0
社交恐惧是一种真实存在的障碍需正视,0
核酸检测安全可靠对身体无害,0
降压药扩张血管可使血管破裂,1
酸奶越酸越健康,1
全身喷洒酒精不可取应注重手部清洁,0
不运动时肌肉会变成脂肪,1
瓜果蔬菜不能包治百病但可丰富营养,0
人每天都需要吃补品,1
肌肉训练不一定导致变壮而是提升线条和代谢,0
黑芝麻能让白头发变黑,1
只练手臂能减少蝴蝶袖,1
宠物健康管理可降低疾病传播风险,0
脸干就是缺水多抹油,1
白酒泡蛇治风湿,1
蜂蜜并不适合糖尿病患者大量食用,0
午睡超过一小时更健康,1
婴儿身体太弱不宜接种疫苗,1
低脂饮食一定更健康,1
碳水安排在运动前后更利于维持训练状态,0
吃枸杞能补肾养肝明目全面调理,1
脚底发凉是肾虚表现,1
热水泡脚不等于补阳气但有助于循环,0
冰水伤胃需个体差异判断非一概而论,0
刮痧可能改善局部循环但无法清除所谓毒素,0
举重不会导致姿势畸形,0
不能睡午觉说明身体差,1
晚上吃饭就一定长胖,1
味精致癌,1
疫苗接种与儿童智商发育无负相关证据,0
营养不良可由单一饮食或偏食导致,0
通便就等于排毒养颜,1
黄瓜鸡蛋减肥法能快速健康瘦身,1
艾滋病不会通过马桶传播,0
每天跑步一小时一定能瘦,1
护眼灯能预防近视,1
洗脸后不抹水会长皱纹,1
发烧等轻微不适属正常免疫反应无需恐慌,0
喝奶茶也能瘦，只要控制热量,1
疫苗打了也会得病说明疫苗没用,1
艾滋病传播是因为道德败坏,1
私处有异味就是不干净,1
空气清新剂不能代替消毒剂,0
呼吸快就是心脏问题,1
米皮糠能护心、抗癌,1
性健康教育只适合成年人,1
喝醋不能软化血管,0
遮眼行为可能为屈光异常或斜视表现,0
红枣、红糖、红皮花生 补血,1
肚脐眼脏是毒素堆积,1
营养均衡远比偏信个别补品更重要,0
月经期间可以正常洗头无健康风险,0
洗澡时出汗就是排湿气,1
鸡蛋是优质蛋白来源每天1~2个为宜,0
桂圆属高糖果干不宜大量食用,0
精神疾病患者智力低下,1
疫苗会导致病毒变异,1
眨眼可润眼但不能改善屈光状态,0
男性只要阳痿就不再是男人,1
并非所有传染病患者都需住院,0
碘盐比无碘盐不健康,1
稀粥和米饭的营养价值有很大差异，稀粥容易消化，但其营养成分相对较少。,0
高血脂需饮食控制与必要时药物干预,0
饭后喝茶能去油解腻,1
吃阿胶能延缓衰老,1
血虚的人喝红枣水就能补回来,1
新冠疫苗能有效降低重症与死亡风险,0
打疫苗后发烧说明疫苗有毒,1
羊肉和西瓜相克不能同吃,1
孩子发烧捂汗退热好得快,1
吃素比吃荤更容易瘦,1
核桃富含脂肪酸但不能直接提高智力,0
狂犬病潜伏期可达几十年,1
眼皮跳是心脏问题,1
得了性病就等于不洁,1
疫苗推广由公共卫生数据支持非阴谋,0
黑色素沉淀是因为肾不好,1
母乳喂养超过两年会影响孩子独立,1
大米越白越好，说明纯净度高,1
过量补充维生素可能引起中毒,0
身上的所有癌症本身都没有传染性,0
太阳能板释放有害电磁辐射,1
胃疼就是胃癌前兆,1
用冰袋敷脸可以收缩毛孔,1
起得晚的人容易得病,1
五行理论可以指导所有医学判断,1
射精会导致智力下降,1
疫苗适用于不同年龄阶段有明确推荐,0
乳酸菌饮料不能助消化。,0
鼻子不通是肺的问题,1
吃茯苓能祛湿美白,1
酸奶可以空腹喝促进消化,1
合理摄入脂肪有助激素合成和维生素吸收,0
所谓“排毒”大多是伪概念身体已有解毒机制,0
生病不看医生调养就好,1
不出血的性行为不算真正性交,1
炒菜只用橄榄油最健康,1
肉吃多了会得癌,1
传染病防控是全球公共卫生任务,0
HPV疫苗推荐在性行为前接种效果最佳,0
晚上不能吃水果会伤脾胃,1
吃素就等于养生,1
打HPV疫苗会导致不孕,1
长时间保持高强度运动不如坚持可持续运动习惯,0
喝水不等于排毒肾脏和肝脏才是主要解毒器官,0
肉类容易腐烂不能多吃,1
奶茶里的奶是营养来源,1
发热并非都需要立即服用退热药,0
酒精不可口服仅适用于外部消毒,0
吃大蒜不能软化血管。血管一旦硬化，很难回到年轻柔软的状态，吃大蒜不行！醋泡洋葱不行！喝红酒也不行！,0
不吃早餐更健康,1
滴生姜擦头发能生发,1
吃蒜头能杀死新冠病毒,1
积极寻求心理帮助可防止问题恶化,0
心理疾病只能靠药物控制,1
深蹲若姿势正确不会让腿变粗,0
打HPV疫苗会乱经,1
心理咨询越做越依赖,1
跑步越多心脏越强壮,1
地暖热辐射并不致癌,0
乳腺结节一定会癌变,1
走路一万步就等于锻炼够了,1
辨证施治是中医核心应避免套用经验法则,0
不化妆就不会得干眼症,1
泡脚时间过长可能导致头晕疲劳,0
中医里没有急症只能调慢病,1
粗粮饼干不一定更健康。,0
心理病不配谈恋爱,1
热水泡脚需注意水温防止烫伤,0
接种疫苗会影响智商,1
洗脸水里加盐能杀菌祛痘,1
保持安静、暗光的环境有助睡眠,0
酸性体质理论并无现代科学依据,0
感冒不能喝牛奶,1
海鱼比淡水鱼更有营养,1
喝红酒可以预防癌症,1
心脏支架放了就不能运动,1
健康,0
揉肚脐可以治疗腹泻,1
黄瓜敷脸能美白祛斑,1
乳腺增生必须手术,1
吃补药能增强抵抗力对抗病毒,1
疫苗打了后代会畸形,1
自身免疫力作用有限仍需疫苗等干预,0
穿暴汗服出汗越多减肥越快,1
腹部冰敷能减脂,1
足底按摩无法诊断疾病只能舒缓压力,0
心理疾病可伴随身体症状如疲倦失眠,0
早产儿一定近视,1
所有疫苗都引发副作用,1
鼻腔冲洗不能代替疫苗和防护,0
打疫苗前吃水果会降低效果,1
每天做眼保健操就不会近视,1
肾虚了就一定阳痿,1
灸法穴位需医生确定不能随意使用,0
多吃醋能减肥,1
高血脂吃素就能治愈,1
营养缺乏会引发代谢紊乱，不利减脂,0
坐月子期间不能刷牙,1
运动完立刻洗澡有害健康,1
疫苗是导致不明发热的元凶,1
吃辣会让皮肤变黑,1
抑郁症吃点好吃的就好了,1
射精不会导致智力下降,0
疫苗注射位置一般不影响局部组织健康,0
“耳朵（耳垂）折痕”不可以作为预测冠心病的症状,0
黑枸杞没有特殊功效。,0
脱发多因遗传和激素无射精频率关系,0
脸色黑是肾功能不好,1
中药可以代替降糖药,1
怀孕后不必刻意进补，怀孕后较推荐的饮食原则是适量、均衡、多样化,0
笔直的黄瓜不是喷了避孕药,0
久坐屁股变大,1
传染病患者不应该结婚生子,1
每年接种流感疫苗是预防流感最有效的手段，可以显著降低接种者罹患流感和发生严重并发症的风险,0
疫苗不含微芯片不具追踪功能,0
按摩肚子可以减腹部脂肪,1
晚上喝一杯热牛奶，肯定能有个好睡眠,1
使用电脑需合理安排用眼与休息,0
睡前饮酒虽助眠但影响深睡眠质量,0
健康生活方式是预防慢病和癌症的核心,0
睡眠好的人不会做梦,1
胆固醇太低会增加死亡率,1
睡觉开灯会影响长高,1
癌症患者只要吃素就能自愈,1
部分矫正镜可夜间使用但需医生指导,0
中医术语如“上火”可对应多种现代病因,0
心理障碍者也可正常恋爱与结婚,0
精神疾病都是装出来逃避现实,1
睡觉朝西不好,1
蔬菜、肉类、海鲜，生吃更健康,1
体温正常就没问题,1
疫苗是外国控制中国人的工具,1
早产儿为近视高危人群需监测,0
器械与自由重量应结合训练目标选择,0
性病能通过共用马桶传播,1
长时间站立会导致静脉爆裂,1
热柠檬水能抗癌,1
药酒不适合所有人长期饮用有风险,0
自行“吊脖子”与去医院做“牵引”不是一回事，风险和危害很大,0
吃蓝莓能提高视力,1
高血压和天气变冷无关,1
打呼噜意味着睡得香、睡得深,1
素食者一定更长寿,1
多吃桂圆增强记忆力,1
失眠的人都很神经质,1
远视需根据年龄、度数和症状评估处理,0
胃口小就一定不容易胖,1
只要戴口罩就能完全防住新冠病毒,1
补药不能替代疫苗或抗病毒药物,0
呼吸平稳才是深度睡眠的表现,0
月经越多身体越排毒,1
躺着看书不会近视,1
热水泡脚可以通经络,1
人体并无“湿气”指标中医描述非现代概念,0
喝纯净水不会变酸性体质。,0
女性有分泌物就是生病,1
节食过度会降低代谢，反而难以减肥,0
每天刷牙多次可以减少食欲,1
不吃晚饭减重不靠谱,0
苹果可以晚上吃。,0
安全套不影响性功能不会导致早泄,0
常揉肚子治便秘,1
脱脂奶比全脂奶更健康,1
只有老人才需要打流感疫苗,1
看心理医生是在浪费钱,1
艾滋病只能通过体液传播途径如血液性行为等,0
每日膳食建议控制在合理比例范围内,0
卧床9小时就是好睡眠,1
脸部按摩可瘦脸,1
增加蔬菜摄入可以增加饱腹感而不明显增加热量,0
早期高血压和高血脂可能无症状更应重视,0
颈动脉斑块需要吃阿司匹林,1
胸闷就是心脏病,1
心脏病人不能运动,1
吃粗粮就不会胖,1
睡前沐浴或泡脚可帮助身体降温促进入睡,0
艾叶能治所有妇科病,1
脚底有五脏六腑的反射区,1
乳头颜色与性行为无直接关系,0
红肉就是不健康,1
性冷淡说明不爱对方,1
跳操出汗越多脂肪减得越快,1
用醋洗头可以止痒,1
睡觉时绑腹带能减肚子,1
疫苗推广由公共数据和循证医学指导,0
憋尿可以瘦腰,1
癌症不会通过接触传播,0
自慰会导致早泄阳痿,1
心理健康教育是公共卫生的重要组成部分,0
抖音推荐的偏方都有效,1
失眠的人都是有心理问题,1
女性乳头颜色影响生育力,1
美容,0
喝咖啡会导致心脏病,1
发烧是疫苗激发免疫反应的常见表现之一,0
洗冷水澡能增强免疫力,1
力量训练会让人身材变矮,1
发烧可能是多种疾病表现应综合判断,0
感染风险与接触路径与防护相关,0
维生素C有助免疫但不能防病毒,0
敷中药面膜需测敏谨慎使用,0
黑芝麻富含营养但不能改变发色,0
绿色可放松视觉但不能逆转屈光异常,0
按摩耳朵可以控制食欲,1
肾虚了就要壮阳,1
维生素C不能防治感冒但可缩短病程,0
疫苗成分中常用辅料已被广泛验证安全性,0
有减重需求的人群：建议饭前吃水果，其富含的膳食纤维能增加饱腹感，有助于控制正餐的进食量。,0
抑郁症不只是情绪问题也伴随认知功能障碍,0
微波炉加热食品安全无致癌风险,0
每天站着能瘦腿,1
饮食中完全去糖不可取应学会读懂食品标签,0
蛋黄富含胆固醇但适量食用不会升高血脂,0
良性肿瘤和恶性肿瘤差异大需专业诊断,0
青光眼是视神经病变需长期管理,0
戴镜不会造成眼球结构变形,0
多运动就能解决所有心理问题,1
深蹲会让腿变粗,1
癌症的治疗是复杂的，不能依赖单一饮食方式,0
心理问题并不意味着无理性,0
心理问题如不干预可能影响人际与职业表现,0
流汗越多减脂越快,1
不玩手机视力自然变好,1
出入疫区的人都带病,1
HPV感染也可能通过非性接触传播,0
电动牙刷正常使用不会伤牙，更不会导致牙齿变薄或牙龈出血。事实上，电动牙刷的振动频率稳定，能够更有效地去除牙菌斑，相比手动牙刷，反而能减少刷牙时的摩擦损伤。,0
喝牛奶会导致发胖,1
高血压是因为气血不通,1
绝经后女性仍可享受性快感,0
饮食控制配合家庭支持能提高减肥成功率,0
胰岛素本身并没有成瘾性，是否长期使用胰岛素，取决于糖尿病的病情,0
疫苗可提高机体对特定病毒的识别能力,0
减肥茶可以长期使用,1
运动后应进行冷却和拉伸,0
癌症发病受遗传环境生活方式多重因素影响,0
雾化是滥用抗生素，比输液更伤身,1
早睡早起的人一定更健康,1
脂肪肝通过早期干预，是可以治愈的,0
豆腐吃多了会结石,1
转基因食物有毒,1
处女膜无法准确反映性生活历史,0
仰卧起坐主要锻炼腹直肌并不减脂,0
白发是精亏需要大补,1
吃枸杞对视力调节有辅助但作用有限,0
清淡饮食=要吃素、少吃肉,1
绿豆汤能清肝明目治近视,1
感冒传染性最强的时间是出现症状后的前2~3天,0
跑步前喝咖啡燃脂更高效,1
真性近视是不可逆的,0
运动后立刻坐下最舒服,1
血压控制目标因人而异需医生指导,0
疫苗接种在全球减少数十种传染病流行,0
做平板支撑能瘦肚子,1
喝苏打水降尿酸效果因人而异，长期引用会增加高血压风险,0
高血脂患者应关注总胆固醇和甘油三酯,0
孕妇可以适量喝咖啡。,0
运动后半小时内吃东西不会变胖,0
科学周期训练应包括休息日,0
打嗝是因为胃出血,1
性病可发生于任何有性行为的人群,0
只要体质好就不需要疫苗,1
艾滋病不会通过蚊子叮咬传播,0
并非所有刚宰杀的畜肉都是最新鲜的,0
卧室温度保持18-22℃较适宜睡眠,0
性病治好后还会遗传,1
力量训练不会让人变矮,0
胸部体积受脂肪与荷尔蒙共同影响,0
艾灸能替代疫苗增强免疫,1
情绪和压力可能影响免疫但非癌症直接成因,0
让孩子多吃胡萝卜能够很好的预防近视,1
脚底按摩能治疗感冒,1
小孩配镜越晚越好,1
高血压患者只能静养,1
早泄常可通过行为治疗和心理干预改善,0
吃水果不刷牙会得口腔癌,1
吃菠菜不能和豆腐一起,1
凌晨三点醒来一定是肺不好,1
食盐洗脸能除痘印,1
控制热量应先从减少高热量低营养密度食品开始,0
熏醋无科学依据不能防病毒,0
传染病人不能进学校工作单位,1
搓手心能激活全身经络,1
针灸和艾灸具有缓解部分症状的辅助作用,0
戒烟限酒是预防癌症和慢病的重要措施,0
大规模疫苗接种已根除天花等致命疾病,0
冷水澡比热水澡更健康,1
正确使用加湿器并不会导致肺炎,0
屋里放洋葱也不能预防感冒。食物相克不科学。,0
老年人经常撞树锻炼缺乏科学依据，更暗藏多重健康风险。老年人血管弹性下降，脆性增加，撞击可能导致血管内斑块脱落，引发脑梗、心梗等致命疾病。而且撞击力度过大，还易造成肌肉拉伤、颈椎损伤甚至骨折，尤其是骨质疏松、腰肌劳损的老人，风险更高。此外，树木表面粗糙易致皮肤破损，增加感染风险,0
多洗头可以防传染病,1
近视不能靠闭眼或休息自行恢复,0
嘴唇暗就是血瘀,1
得病的人不能运动,1
心理治疗在国外和国内都广泛应用,0
只要月经来了就不会怀孕,1
无症状感染者也可能传播病毒,0
食物发霉了不要吃。,0
自慰不等于心理疾病,0
长高靠喝骨头汤,1
避孕药吃一次就会不孕,1
心理咨询就是讲大道理,1
疫苗副作用极少见且多为短暂轻微,0
酒后洗澡会中风,1
眼霜只能25岁之后用,1
老年人锻炼可改善骨密度和平衡力,0
疫苗等于化学毒药,1
凌晨两点是最佳创作时间,1
跑步后拉伸可缓解紧张与疲劳,0
避孕药不会导致永久性不孕,0
肿瘤一动就“散”，不能切,1
不穿专业服装就别运动,1
疫苗只能短期保护没必要接种,1
女人手脚冰凉就是宫寒,1
别为了保健喝药酒,0
只要转移注意力就不会焦虑,1
水果含天然糖分摄入仍需适量,0
喝豆浆会导致乳腺癌,1
饭后适当散步有助于消化但不能作为减肥主法,0
社会对心理问题包容度的提高利于康复,0
健康饮食建议每天摄入多种蔬菜水果,0
黄芪当归搭配适用于气血双虚者需医生指导,0
白天久坐少动可能影响夜间睡眠质量,0
性病是一种医学疾病不应污名化,0
疫苗里有芯片,1
动感单车适合多数人但应注意关节负荷,0
晨练应视天气和个体情况合理安排,0
散瞳检查会让视力变差,1
高热量食物吃得快不会发胖,1
运动时，裹上保鲜膜会瘦得更快,1
补充水分不宜过多、过快，建议遵循少量多次的原则，出汗较多时可适当补充一些盐水。,0
蛋白质越多越好,1
蛋白质摄入不当可能影响肾脏代谢,0
HPV感染只能通过性传播,1
儿童需定期眼科检查早发现问题,0
体重波动可能由饮水盐分摄入等短期因素引起,0
晚起不代表懒惰需结合整体生活节奏评估,0
年龄大了睡硬板床身体好,1
头发剃光能治疗脱发,1
长寿的人都不吃油,1
体温检测是筛查非确诊手段,0
糖尿病人不能吃南瓜,1
禽流感病毒被高温彻底加热可灭活,0
减肥周期应包含过渡维稳阶段防止反弹,0
心理问题不能跟别人说越说越严重,1
早晚作息的调整应渐进,0
瘦人基础代谢一定比胖人高,1
避孕责任应由伴侣双方共同承担,0
得过某些疾病后仍需接种疫苗以增强免疫,0
中药应由专业医生开具不可自行泡服,0
食物多样有助预防营养缺乏与偏食,0
干眼症需综合干预而非仅靠眼药水,0
一周减重超过1.5公斤可能主要是水分流失,0
饮食控制需关注总热量而非只限某类营养,0
运动后不能吃蛋白质以免长胖,1
早上起不来是因为懒,1
香蕉、柿子、橘子、番茄、牛奶、豆浆……不可以空腹吃。,1
喝酒脸红是酒量好,1
接种疫苗导致胎儿畸形,1
新冠病毒可以通过WiFi传播,1
喝柠檬水可以快速燃烧脂肪,1
吃鸡屁股会得痔疮,1
病毒可能变弱但不可掉以轻心,0
用啤酒洗头头发会变黑,1
疫苗接种有助于形成群体免疫,0
性能力不等同于性时间长短,0
青少年心理问题多源于多重压力与环境交互,0
睡前静心冥想有助放松与入睡,0
孩子调皮是因为缺锌,1
蛋白粉适合运动者补充并非人人适用,0
不同保质期的牛奶营养差别并不大,0
减肥期间不能吃任何油,1
把碘酒涂在喉咙可以治咽炎,1
高血压病人可食用鸡蛋但不宜过量,0
合理用眼可降低近视风险,0
牙缝大是因为吃东西太快,1
每天喝豆浆会致癌,1
深色蔬菜比浅色的更营养,1
休息不能替代泪液、营养与治疗,0
跳绳对心脏不好,1
大姨妈期间也会长胖。,0
痛经者过量服用对乙酰氨基酚可能导致肝损伤，长期服用布洛芬等可能导致胃肠道不良反应等,0
眼睛大的人视力一定好,1
蔬菜生吃吸收率更高,1
女性不适合做力量训练,1
打完疫苗就一定不会得病,1
科学训练需配合计划非单靠意志,0
全球疾病控制中疫苗发挥重要作用,0
吃人参越多身体越强壮,1
性生活前喝酒会增强性能力,1
红糖水不具备长期改善体质的效果,0
老花眼是年龄相关调节功能下降与近视无抵消关系,0
只要练腹部就能去肚腩,1
只喝果蔬汁可以维持营养均衡,1
减肥期间不能做力量训练,1
打疫苗会变傻,1
疫苗能显著降低疾病传播速度,0
生吃蔬菜比熟吃更营养,1
只要每天睡够8小时就是好睡眠,1
加工食品需看配料表避免反式脂肪摄入,0
经期能洗头但需注意水温和保暖,0
公共场所合理通风与消毒可减少传播,0
饭后站立能减肥,1
预制菜的食材有限，营养可能不均衡，且脂肪含量高，含钠高，常吃不利于健康,0
精神分裂症患者不能就业,1
碘是必须微量元素缺乏会致甲状腺疾病,0
常温奶没有加防腐剂。,0
只练上肢不会影响身体比例,1
儿童肥胖长大就会瘦,1
橘子皮泡水喝对身体有益,1
夜猫子都是天才,1
适量摄入肉类通常不会导致体重增加,0
孕期可以做放射性检查,0
洗澡水越热越解乏,1
性行为一定需要高潮才完整,1
药食同源不代表药食混用无害,0
中药也可能有副作用不能盲目迷信,0
成年人白天小睡不应取代夜间完整睡眠,0
黄芪等补药需中医指导服用,0
血糖高不能喝水,1
放屁多说明肠胃好,1
雾霾天戴口罩就完全没事,1
强迫症是洁癖,1
是否洗澡不影响是否怀孕,0
只要不看电子屏就不会近视,1
不做体检就没有病,1
性行为多了乳头会变黑,1
多吃蔬菜不会摄入热量,1
夏天吃辣会上火,1
韭菜是天然伟哥,1
抑郁症会传染给身边的人,1
瑜伽可以提升灵活性与体能,0
血脂高不能吃鸡蛋,1
老年人流口水是痴呆,1
绿豆汤清热解毒但无治疗近视作用,0
心理问题只是性格问题,1
晚饭不吃能瘦十斤,1
长痘喝菊花茶管用,1
失眠要喝桂圆红枣汤,1
疫苗接种对儿童成长发育安全,0
疫苗能改变人的基因,1
科学减肥应依赖持续的热量赤字和营养均衡,0
自来水里有避孕药，OOXX后猛喝可以避孕,1
卤水豆腐并不会比其他豆腐更补钙,0
病毒变异不代表完全无防控价值,0
性生活少说明感情不好,1
孩子戴眼镜会让近视度数越来越深,1
接种疫苗不会对后代造成遗传影响,0
喝绿茶可以杀死癌细胞,1
肚脐贴药能治疗胃病和失眠,1
推拿能治颈椎病不用做影像学检查,1
感冒时多喝水可以加快康复,0
疫苗注射部位会永久残留毒素,1
病毒怕光，多晒太阳就好,1
运动后越酸越说明练得越好,1
男女性能力差说明不配,1
睡眠不足会增加饥饿感激素影响控制体重,0
经期怀孕虽概率低但非不可能,0
健身后不酸就没练到位,1
高血压与气候季节变化密切相关,0
喝醋不能软化血管,0
性行为后灌洗可以防止怀孕,1
每天喝醋可以软化血管,1
抑郁症是大脑神经功能障碍非简单情绪问题,0
不睡觉能提升创造力,1
癌症是细胞“毒素”堆积导致的,1
刮痧减肥能溶解脂肪,1
心理问题不是“想开点”就能解决,0
不吃主食就一定能瘦,1
喝啤酒配烤肉致癌,1
摄入高蛋白饮食应注意肾功能负担,0
癌症手术与治疗规范能延长患者生命,0
鸡肉很多都是激素喂出来的不能吃,1
拉伸越疼效果越好,1
无糖食品可能仍含代糖需注意摄入总量,0
三餐不规律能刺激代谢减肥,1
吃酸的食物燃脂效率更高,1
阳过一次就不会再感染,1
睡前长期玩手机易导致视疲劳和干眼,0
烹饪方式影响营养保留蒸煮优于煎炸,0
蔬菜水果富含膳食纤维但不代表无热量,0
近视手术一劳永逸,1
睡前喝点红酒，帮助睡眠,1
心理咨询等于洗脑,1
穿美体衣可以永久塑形,1
用手揉脂肪可以让它消失,1
痛风急性发作期需休息与药物缓解,0
喝牛奶不致癌。,0
冬天需要多睡觉,1
正规安全套材料无致癌证据,0
月经期不能喝冷水否则会痛经,1
隔离是侵犯人权的行为,1
心理疾病都是成年后才出现,1
喝热水能助眠,1
抑郁症的人都不爱笑,1
小孩睡多了容易变傻,1
心理疾病的人不能结婚,1
癌症治疗副作用可通过医学手段缓解,0
喝水多就能排毒减肥,1
昏暗光线下阅读增加眼部负担,0
牛奶可以搭配橙汁,0
有肌肉的人更容易得病,1
心理疾病传染性强,1
胡萝卜富含维生素A可维持眼健康但不能治近视,0
怀孕期间性生活是对胎儿的不尊重,1
青少年头晕就是低血糖,1
体重管理应关注过程而非追求极端数字,0
抑郁症就是想太多,1
并非所有运动都能对睡眠产生正面效果，选择合适的运动类型和时间是关键。,0
性冷淡是因为对方技术不好,1
有氧减脂、无氧增肌泾渭分明,1
只要醒来不累就没睡眠障碍,1
疫苗接种会遗传给下一代,1
长痘痘用祛痘洗面奶,1
无籽葡萄是喷了避孕药,1
头发浓密的人更聪明,1
血液粘稠不等同于血脂高,0
视力恢复需科学矫正与保护而非“锻炼”,0
运动中适量喝水有助维持状态,0
减肥需关注全生命周期行为改变,0
营养均衡应包含碳水蛋白脂肪三大营养素,0
维生素C不能防止感冒,0
心理问题都是父母造成的,1
已趋于成熟的食品辐照技术并不会对食品安全产生威胁，也不会损失食品本身的口感和营养价值,0
左眼跳财右眼跳灾是真的,1
