text,label
心理咨询没用只是聊天而已,1
鸡翅尖有毒素，不能吃,1
黄芪配当归可治所有妇科虚症,1
喂母乳的妈妈不能吃凉的,1
过量运动可能引起应激反应反而抑制脂肪消耗,0
乳腺结节都会癌变,1
儿童需保证足量热量和营养以满足成长需求,0
流感疫苗适用于各年龄段人群,0
只有女性才应该关注避孕问题,1
并非所有的甲状腺结节都要切除，多数情况下它并不会危害健康。主要是看结节的大小、生长方式、功能状态、病理性质,0
情绪对肠胃健康有影响,0
膳食结构调整应循序渐进,0
儿童疫苗是保护健康的重要措施,0
中药煮的时间越久越有效,1
蜂蜜是最天然的糖不会升糖,1
癌细胞怕高温常泡脚能抗癌,1
补品不能随便吃必须根据体检评估,0
喝醋能软化血管预防心梗,1
只要年轻人得病不严重就不用预防,1
练得越多就越健康,1
训练后适时进食利于恢复,0
舌诊仅为参考不能代替医学影像和检验,0
疫苗在非洲等低资源地区大幅降低婴儿死亡率,0
疫苗不会削弱人体天然免疫力,0
夏季吃蔬菜沙拉能减肥,1
频繁揉眼可能诱发角膜炎或黑眼圈,0
胖的人运动会伤膝盖,1
癌症是可控的慢性病早诊早治至关重要,0
性交姿势可以决定胎儿性别,1
饮食辛辣与病毒预防无直接关系,0
酒精能杀死所有病毒,1
疫苗接种会改变性格,1
高温环境不能完全阻断病毒传播,0
青少年戴眼镜眼睛会凸,1
看B超单上孕囊的数据，无法提前知道宝宝性别,0
疫苗不会影响人的性格或心理状态,0
眼保健操能治愈近视,1
早上喝淡盐水不「排毒」。,0
避孕药会上瘾,1
不做拉伸也不会受伤,1
多吃猪皮能补胶原蛋白,1
高血压治疗不等于完全依赖药物,0
铁锅炒菜补铁,1
按摩可放松肌肉但不能治疗慢性病,0
接种部位不留毒素可自然代谢,0
吃蛋白粉增加免疫力,1
健康成年人每天烹调油摄入量应控制在25～30克,0
经常抖腿会变穷,1
疫苗导致儿童注意力不集中,1
能不能憋尿不是评估肾功能的标准,0
勤洗鼻子可以预防所有病毒,1
疫苗导致未来患病风险上升,1
频繁自慰不会缩短寿命,0
睡眠充足可提升工作效率和创造力,0
不打疫苗的人反而更健康,1
青少年也应接受适龄性健康教育,0
感冒吃冰淇淋会加重,1
天天刮痧能促进血液循环,1
吃辣能提升代谢持续燃脂一整天,1
视力下降一定是假性,1
抑郁症患者也可能外表正常甚至高效,0
老年人可根据身体情况适度午休,0
局部训练无法消除局部脂肪,0
吃碱性食物能抗癌,1
苦瓜有降糖潜力但非药物替代,0
HPV 疫苗并不能覆盖所有致癌的 HPV 类型,0
吃核桃能补脑提高智力,1
主食应包括全谷物提升营养密度,0
视力模糊需尽早就诊明确病因,0
转移癌就是毒素扩散,1
多拉伸会让人长高,1
跳舞不能当做运动,1
熬夜是干眼及眼疲劳的重要诱因,0
少食多餐不适合所有人,1
吃辣会导致痘痘,1
只要心情好癌症就能好,1
肚子热敷能减肥,1
吃猪脑补脑,1
不喜欢戴眼镜就别戴,1
月经期间不能洗头,1
高度近视只要戴厚眼镜就没事,1
生物钟紊乱与多种代谢和心理疾病相关,0
水果可以无限吃不长胖,1
脸上长痣是肝出问题,1
体重没降等于没效果,1
慢性咽炎一定会变成癌,1
喝油能润肠减肥,1
血管垃圾形成血栓,1
蔬果洗完后掉色并不是一定被染色了,0
精液黄色就是生殖系统病,1
晒太阳10分钟就能补钙,1
高蛋白饮食不适合肾功能异常人群,0
不戴眼镜眼睛会自己恢复,1
水没有保健治病功效。,0
塑形只靠仪器按摩也可以,1
晚起说明气血不足,1
起床头晕就是血压低,1
疫苗接种属于自愿但具社会责任,0
体质虚的人不能喝冷水,1
疫苗打后仍应继续佩戴口罩和勤洗手,0
刮痧应注意卫生避免皮肤破损感染,0
疫苗需按计划完成接种程序保障长期有效性,0
戴眼镜眼睛会变懒,1
肿瘤是否切除应由医生评估不能凭传言判断,0
肺炎支原体感染不等于支原体肺炎,0
糖尿病患者不应完全禁主食可选低GI食物,0
警惕生食水产品带来的风险。酒、醋、芥末等并不能有效杀灭寄生虫及致病菌。,0
吃糖太多会得糖尿病,1
心理治疗是科学方法非“唠叨开导”,0
调理体质应建立在科学检测基础上,0
黄连素可以长期服用清火,1
只要喝粥就养胃,1
患登革热发热时以物理降温为主,0
病毒能在塑料上存活一整年,1
打鼾的人比不打鼾的人更长寿,1
三七粉具有活血作用但不适合长期滥用,0
不吃肉就不会得癌症,1
孩子看书离得近是专注表现,1
夜间驾驶需注意光感和视野变化,0
睡前喝酒能助眠,1
安全期避孕失败率较高,0
转动眼球可舒缓但不能纠正近视,0
只要节食就一定会瘦,1
长期吃素可以降血脂,1
疫苗未见对胎儿结构发育产生负面影响,0
周末补觉越久越健康,1
有氧结合力量训练更利于代谢健康,0
类似山楂这种带有涩味的水果，不应该空腹吃，也不要多吃，或者吃的时候尽量多嚼嚼，不要让胃里面同时还存在大块食团,0
宫寒是中医术语不能直接对应妇科疾病,0
母乳颜色越白越好,1
怀孕期间性生活一定会流产,1
忌口比治疗更重要,1
脂肪的代谢需要通过运动氧化燃烧,0
大多数肿瘤不能靠B超单独诊断需多种检查,0
性生活频率少非致癌风险因素,0
HPV疫苗只适合有性生活的人,1
孩子走路晚智力就差,1
手脚发凉原因众多不能归因单一体寒,0
鼻头红是酒精肝的征兆,1
手上青筋暴露是气血不足,1
咳嗽不能吃鸡蛋,1
可乐杀精、芹菜杀精、骑自行车杀精、放裤兜的手机杀精、地暖杀精,1
疫苗副作用比自然感染带来的伤害小得多,0
跳舞只能练灵活性没其他作用,1
剩菜要等凉了再放冰箱,1
多吃胡萝卜能治近视,1
处女膜可以修补就等于没问题,1
头发油是肾虚,1
饮食滋补应配合科学营养建议,0
夏天吃苦瓜清热解火,1
补药不适合青少年常规使用,0
所有抑郁症患者都需要住院,1
心理问题无“轻重贵贱”皆值得关注,0
银耳红枣汤补气养血无确切医学证据,0
训练可缓解调节功能但不能逆转轴性近视,0
背部训练对体态和脊柱健康重要,0
疫苗不引发慢性病也不会致使寿命缩短,0
痛经是因为不够暖,1
疫苗会破坏DNA,1
每天喝绿茶就能减脂,1
疫苗推广背后有巨大阴谋,1
心理状态和压力水平也会影响体重管理,0
抹牛奶洗脸能祛斑,1
眼药水不能治疗近视只能辅助缓解干涩,0
手机辐射会导致不孕不育,1
心理疾病的人不可信赖,1
适量碳水摄入有助于维持代谢和控制饥饿感,0
海鲜水果不可以一起吃、牛奶榴莲不可以一起吃、豆浆鸡蛋不可以一起吃、豆腐菠菜不也能一起吃,1
红糖水能治疗痛经,1
绝大多数的原发性高血压患者都需要终身服用降压药，不能随意停药,0
感冒吃抗生素好的更快,1
抗氧化食物如蓝莓绿茶应适量摄入,0
洗头后不吹干会得脑膜炎,1
练腹肌能减内脏脂肪,1
多喝骨头汤能补钙,1
蓝光眼镜可以防止一切视力下降,1
苹果越酸越能刮油,1
运动不能断，哪怕生病也要练,1
绿色蔬菜不能多吃会寒凉,1
每天饮水量应因人而异非固定八杯水,0
锻炼后不能吃饭,1
多走路能治静脉曲张,1
吃完饭马上刷牙会瘦,1
饮食中完全去糖才算健康,1
饭前喝水可适当减少进食量,0
牛奶和柠檬不能一起吃,1
目前无科学证据表明疫苗与自闭症有关,0
戴眼镜越早度数越深,1
天冷多穿衣不容易感冒,1
女性只要高潮就一定会怀孕,1
部分疫苗需加强针以维持抗体水平,0
"正确坐姿的关键主要在于保持脊柱跟水平面垂直,跟叉不叉腿关系不大。正确的坐姿应是:双脚平放于地面,与肩等宽,大小腿呈90度,脊椎在自然状态下竖直,不要前倾或后倾,也不要左右倾斜;上身直立,头部、肩部和骨盆在一条直线上,下巴微收。",0
瘦身霜能融化脂肪,1
处女膜不是判断贞洁的依据,0
胎教音乐能提高智商,1
腿部训练可提升力量非单一增粗,0
暴晒让塑料瓶中的物质分解溶解在水中，所以经过暴晒的矿泉水不能喝。,1
燕窝没有特殊功效。,0
不饿也要按时吃饭,1
热身可提升身体温度与运动表现,0
束腹带可以减肥,1
吃榴莲配可乐会猝死,1
只吃素比吃肉更健康,1
适当改变晚餐时间可以有效降低血糖,0
只吃蛋白质可以减肥,1
小孩子感冒不能吃药只能推拿,1
疫苗接种不等于“绝对不会感染”但能减缓病情,0
肚子热敷可以瘦腹,1
打喷嚏说明有人在想你,1
白头发多说明缺钙,1
枸杞泡水养生效果最好,1
适度午睡可提高下午专注力和记忆力,0
喝水越多基础代谢越高,1
癌症治疗包括手术化疗放疗靶向和免疫治疗,0
运动中不能喝水,1
字体大小影响用眼舒适度但不决定是否近视,0
喝茶能降血脂代替药物,1
癌症是“堵”出来的只要通就好,1
成人接种疫苗同样有重要意义,0
脱发主要与遗传、压力或自身免疫等因素相关,0
长期戴眼镜眼球会凸出,1
传染病不会直接改变人格,0
阿胶不补铁,0
月经提前就是内分泌失调,1
心理问题不能让别人知道,1
运动有助睡眠但应避开临睡前数小时,0
调节电视亮度可以预防近视,1
黑眼圈是肾虚的表现,1
中医讲求因人制宜不可盲目用药,0
艾灸操作需安全规范避免烫伤,0
游泳能变身完美体型,1
人参适合所有体质的人滋补,1
女性年龄大了就不能生育,1
肉松不是棉花做的。,0
艾草泡脚治百病,1
中医调理比西医治本更彻底,1
补铁食物包括红肉蛋黄深色蔬菜等,0
瑜伽是一种有效身心锻炼形式,0
性冷淡不能通过医学干预,1
长时间说话会喉癌,1
睡前焦虑情绪会影响入睡效率,0
孕期适度运动有助顺产和体能,0
全日热量控制优先于单一餐控,0
适量摄入蛋白质对慢性病患者有益,0
所有药物和疫苗的安全性需大量数据评估,0
饮食起居对中医调理效果影响巨大,0
蛋白质越多肾越健康,1
接种疫苗后的轻微不适大多24~48小时内消退,0
增肌有助于提高基础代谢，从而帮助减脂,0
打鼾并非睡得好可能为气道阻塞表现,0
早泄可由心理或生理因素引起需评估干预,0
精神类药物会上瘾不能吃,1
胳膊发麻是脑梗前兆,1
长睡眠是治疗一切病的良药,1
适当运动不会影响视力,0
中医理论基于历史经验但需结合现代医学理解,0
老年人不需要太多睡眠,1
节后暴饮暴食应通过平衡饮食和恢复运动调整,0
节食+过度运动易引发代谢问题,0
心理疾病都是矫情,1
肝脏可以吃。。,0
频繁眨眼可能提示眼病应就医,0
新冠疫苗已通过充分验证并获国际批准,0
糖尿病就是“富贵病”,1
抑郁症不等于不能工作需个体化评估,0
食物清肺没有科学依据,0
打疫苗前不能吃鸡蛋,1
疫苗会引发癌症,1
打新冠疫苗会导致不孕,1
所有妇科病都和宫寒有关,1
刮痧能排毒养颜,1
饥饿感管理需要蛋白质膳食纤维和规律饮食,0
适当有氧不会破坏肌肉,0
白天睡再多也不会影响晚上睡觉,1
心理障碍可通过干预恢复正常生活功能,0
打疫苗会降低免疫力,1
多睡觉能减肥,1
不犯困说明睡眠不缺,1
合理清洁发热时洗澡不会加重病情,0
打鼾只是小毛病不用治疗,1
吃猪血能清肺,1
性病与性行为方式有关不等于“惩罚”,0
睡前避免强光和蓝光有助入眠,0
西红柿不能和海鲜一起吃会中毒,1
红糖也不补铁。,0
心理问题等于精神病,1
吃木耳不「清肺」,0
肝火旺并非真实“火”需结合现代病因分析,0
夜里醒来是身体在排毒,1
出汗多少，排出的几乎都是水分，排毒作用微乎其微,0
做梦并不代表没休息好,0
海带和猪血同食会伤肝,1
保持规律作息对心理健康有益,0
疫苗不能预防变异病毒,1
癌症来源于情绪压抑,1
用舌头舔牙能治牙周炎,1
远眺可逆转近视,1
便秘不是诱发直肠癌的高危因素,0
疫苗是人体试验产品,1
黄连素对痢疾类疾病有效不能滥用,0
蛋白质补得越多越容易瘦,1
补钙除奶类外也可通过豆类鱼类摄取,0
深睡眠是身体修复的重要阶段,0
疫苗能引发精神疾病,1
打呼噜不会危害身体,1
抢救心搏骤停的患者时，应当第一时间进行心肺复苏,0
焦虑抑郁可以通过心理治疗逐步改善,0
免洗洗手液不代替流水洗手,0
疫苗注射后寿命缩短,1
健身必须请私教才有效果,1
散光能自愈,1
补觉不能完全替代长期睡眠不足的影响,0
早起锻炼适合早睡人群,0
夜里洗头会生病,1
病毒不能附着于毛发长期传播,0
女性不高潮是天性,1
心理疾病也属于医学范畴,0
适度阳光有益健康但非病毒杀手,0
多喝醋能软化血管,1
孩子频繁眨眼说明聪明,1
多晒太阳能治骨质疏松,1
心理问题不影响个体价值,0
性经验不应作为评判女性价值的标准,0
用眼不度数就不伤眼,1
他汀伤肝伤肾、不能常吃,1
减脂应结合合理运动和个体差异调整,0
吃酵素不减肥。,0
腹肌训练需搭配饮食控制,0
拍打肝经能排毒,1
吃碱性食物能防癌治癌,1
塑料瓶中的水暴晒后仍然可以饮用,0
咖啡因会延迟入睡应避免睡前摄入,0
脂肪燃烧需要持续运动而非瞬时爆发,0
走路是适合大多数人的初级有氧方式,0
泡脚有助睡眠但不能治疗慢性疾病,0
退烧后反而可能是登革热感染者最危险的时候,0
喝骨头汤能补钙,1
用醋洗澡无科学证据支持其排毒作用,0
吃黑芝麻能降血糖,1
睡前刷手机能帮助入眠,1
力量训练不会影响智力,0
苹果减肥法三天能瘦十斤,1
胎儿心跳慢是男孩,1
疫苗导致婴儿猝死,1
接种疫苗不影响智力发育,0
. 糖尿病人要把血糖降到正常范围,1
疫苗等于病毒注入体内,1
避孕药不具成瘾性,0
常喝莲子心茶降心火,1
艾滋病能通过蚊子叮咬传播,1
多吃猪肝补血养肝,1
所有流行病都是疫苗造成的,1
锻炼时间越久越好,1
不能局部减脂脂肪减少是全身性的,0
半夜醒来说明肝不好,1
乳制品含钙丰富但需避免高糖添加饮品,0
黄瓜不能和花生一起吃会拉肚子,1
中药是没有副作用的,1
心理疾病就是软弱的表现,1
益生菌对肠道有益但需结合膳食结构,0
心理疾病不能治愈只能维持,1
走路走一万步就一定健康,1
疫苗会导致自闭症,1
一次彻夜通宵不会影响健康,1
重复感染需关注防护措施,0
阳性就是重症,1
长寿更依赖生活方式而非个别食疗,0
蟹肉棒里没有蟹肉。,0
看心理医生是一种积极面对问题的行为,0
常眨眼能改善近视,1
啤酒配烧烤等于慢性自杀,1
假性近视可逆但长期拖延可能发展为真性近视,0
晚上用脑多会睡得更香,1
婚前性行为等于道德沦丧,1
每天吃点黑芝麻头发就不白,1
心理疾病者不应该为自己的行为负责,1
体重秤不是唯一评估健康的工具体成分更关键,0
喝三七粉能活血化瘀治一切,1
锻炼并不能实现局部减脂  进行运动时，身体会代谢并消耗全身的脂肪，而不是特定部位的脂肪。,0
痛风需控制嘌呤摄入但非完全禁肉,0
纯素食不需要补充维生素,1
水果不含糖不会影响血糖,1
高血脂与膳食结构、遗传相关需综合干预,0
肌肉增长需搭配营养与训练刺激,0
口交一定传播性病,1
高血压患者应限制钠摄入而非完全不吃盐,0
病毒感染不影响使用空调,0
良好的心理状态有利于治疗配合但非唯一因素,0
高血压头痛就是脑溢血前兆,1
自残是为了引人注意,1
空腹喝蜂蜜水不能治疗便秘。,0
认知行为疗法是广泛应用的有效治疗手段,0
不打疫苗就能远离医院,1
心理咨询是专业干预而非简单倾诉,0
黑头粉刺挤干净才健康,1
补钙只能靠喝牛奶,1
HPV疫苗可有效预防宫颈癌,0
打疫苗会得抑郁症,1
举重后一定会驼背,1
水果越甜热量就越高,1
舒适装备可增强训练体验非必须条件,0
控制饮食不需要管睡眠,1
狂犬病潜伏期一般在数周至数月,0
咳嗽拍背能拍出痰来,1
成人打疫苗无意义,1
只靠补剂就能练出好身材,1
女性年龄越大生育风险增高但仍可孕,0
疫苗中的辅料都是致癌物,1
生完孩子继发性痛经并不会好，只是在一定程度上缓解原发性痛经,0
科学记录饮食有助于了解热量摄入和改善习惯,0
得了干眼症只能靠滴眼药水,1
卸妆只用清水也可以,1
补肾就能治阳痿,1
跳绳练久了会长高,1
菠菜豆腐一起吃，很少发生得肾结石的情况,0
饮食计划应长期坚持不建议快速节食法,0
女性不能主动要求避孕措施,1
小儿推拿仅能缓解部分症状不能替代药物,0
输液能预防心脑血管疾病,1
心理疾病无法判断真假,1
肚脐贴药能治胃病,1
有传染病的人一定很脏,1
入睡慢说明脑子聪明,1
多喝酒可以活血,1
并不是所有的粗粮都有助于减肥,0
剃光头”起不到激活毛囊促进生发的作用。,0
定时起床比补觉更有助身体调节,0
没有食物可以杀死癌细胞,0
阳气不足非现代医学概念缺乏量化标准,0
十根手指测得的血糖值并没有差别,0
豆腐富含钙质适量摄入不会导致结石,0
柿子和螃蟹一起吃会结石,1
自慰不影响生殖器发育,0
老年人不该洗冷水澡,1
睡眠质量比单纯时间更重要,0
痛风只要不吃海鲜就好,1
训练应配合科学方法与饮食休息,0
喝莲子心茶可清心火但需控制用量,0
长相奇怪的草莓可以吃,0
中医能让头发变黑,1
HPV疫苗是预防宫颈癌的重要工具,0
隔夜菜不致癌。。,0
只要狗打疫苗就不会传播狂犬病,1
吃饭后吃一些特定食物能抵消热量吸走脂肪,1
五谷杂粮是营养来源之一非灵丹妙药,0
心情不好就是肝气郁结,1
一日只吃两顿更长寿,1
良好的社会支持有助于心理康复,0
白天充足光照有助晚上入睡,0
抗生素可以治疗所有感染,1
所有汤都有高营养价值,1
床越软越有助睡眠,1
自慰会导致精神问题,1
胃病治疗需明确病因不应依赖肚脐贴药,0
胶原蛋白不能养颜美容。,0
饥饿非训练效果指标,0
背部有痘是肺不好,1
只要不孤独就不会有心理病,1
肿瘤标志物高就是癌症晚期,1
瑜伽练习时间越长越能瘦,1
快速减肥往往难以长期维持，容易反弹,0
零食一概不能碰,1
. 喝茶不减肥。。,0
长期打鼾可能是睡眠呼吸暂停的表现,0
呼吸声重睡得深,1
高血压没有症状就没有危害,1
膳食应结合年龄性别体重和活动水平定制,0
减少手机使用有助视力保护但非唯一因素,0
糖分并非毒素关键在于控制摄入量,0
疫苗不会造成长期激素失调,0
吃补品能提高怀孕几率,1
疫苗是预防传染病最有效的公共卫生手段,0
刮痧能降血压,1
乳腺结节多数为良性需定期随访,0
HPV疫苗已获FDA等国际权威机构广泛认证,0
小儿推拿能治好感冒发烧,1
生地黄能清热养阴通便,1
春捂秋冻”身体好,1
天天洗头发会掉光头发,1
抗癌只能靠意志力,1
针刺耳朵能降血脂,1
高温天气病毒就会自然死掉,1
咽炎不能说话否则加重,1
蜂蜜、大蒜并不疗幽门螺杆菌感染,0
放疗化疗需在医生指导下规范执行,0
合理锻炼不会损伤肾功能,0
打手枪会影响生长发育,1
蒸汽眼罩并不能护眼助眠,0
果糖比蔗糖健康很多,1
高蛋白饮食要搭配足够水分防止代谢负担,0
跳跃运动能瘦肚子,0
疫苗并非病毒本体而是病毒成分或灭活体,0
夜间排尿多是肾虚,1
每天喝醋能降血压,1
肺结节就是肺癌前兆,1
老花和近视可共存不同机制需分别矫正,0
节食加运动瘦得最快,1
得过病就不用打疫苗,1
久坐不动比跑步更伤膝盖,0
中药不能替代抗生素治疗细菌感染,0
阳光适度照射有益但需防紫外线伤害,0
只吃生菜几天就能瘦很多,1
规范训练可降低运动损伤风险,0
夜间排尿增多可能需泌尿科或内分泌科评估,0
不吃变质食物。避免食用长时间在室温下放置的凉菜和散装熟食。,0
手脚冰凉就是血液循环差,1
女性不易增大肌肉块，不必害怕力量训练,0
高血压患者不能打流感疫苗,1
卧床不动不等于真正休息,0
定时作息比一次性长睡更重要,0
吃辣可以加速脂肪燃烧,1
糖尿病只要忌口就能控制,1
病毒多为自然变异出现,0
脂肪可以通过汗水排出,1
长期饮酒是肝癌重要危险因素,0
癌症是吃出来的,1
黑豆营养丰富但不具特效治疗作用,0
锻炼腹肌能减掉肚子上的脂肪,1
苦参等中草药成分需经毒理验证后使用,0
不抽烟不喝酒就不会得癌,1
医学,0
疫苗对变异病毒通常仍有保护力尤其重症防护,0
月经不调都是肝郁气滞,1
咽喉痛是上火引起的,1
只有多性伴侣才会得性病,1
吃感冒药能预防新冠,1
拔罐会排出体内垃圾,1
捂汗不等于驱寒更可能诱发脱水,0
心理咨询可提升情绪认知和人际互动质量,0
腿粗就是因为练得太多,1
规律运动和充足睡眠是减脂成功的关键,0
敷蛋清能祛痘,1
自慰不会引发肾衰等系统性疾病,0
疫苗接种不会加快病毒变异,0
月子酒也别喝。,0
每天仰卧起坐100个能出腹肌,1
食物营养价值与价格无必然关系,0
高质量睡眠有助于情绪调节与记忆巩固,0
中医与心理调适结合能改善慢性压力,0
性格内向的人更容易得心理病,1
经常点按百会穴能增智,1
肚脐贴姜能治肚子痛,1
脖子长是气血不足,1
人要补肾才能强壮,1
流鼻血要抬头止血,1
头发稀疏是脑供血不足,1
秋天吃梨能清肺化痰防过敏,1
大多数疫苗不含动物源成分对过敏人群有替代选择,0
降糖药种类多需个体化选择,0
西瓜和小龙虾一起吃不会中毒,0
拔罐拔出紫的是湿气重,1
汤中营养不如食材本身丰富,0
中药补肾就能提高性能力,1
中药防病需结合现代医学并非万能,0
疫苗注射位置会癌变,1
胎盘是大补药,1
心理疾病靠自己调节就能好,1
粗粮吃越多越健康,1
花旗参会上火,1
疫苗保护人体的方式是预训练免疫系统,0
喝红酒能预防心脏病,1
水果热量低，吃水果可以减肥。,1
屋里熏醋不能预防感冒。,0
摄入脂肪一定会变胖,1
. 喝可乐不杀精。。,0
尿酸高也能吃豆腐。,0
打游戏也能放松促进睡眠,1
只要用清水冲洗私处就不会感染,1
打性抑制针的作用是治疗儿童性早熟，避免阻碍孩子身高增长，而不是增高,0
疫苗打多了会变笨,1
痛风就要彻底断肉,1
核心训练可提升整体稳定与表现,0
伤口必须用酒精才能彻底消毒,0
不打疫苗可能导致个体暴露于严重传染病风险中,0
接种疫苗的孩子更容易得病,1
规律运动有助女性内分泌平衡,0
拔罐后不能洗澡否则会寒气入侵,1
不喝酒不代表完全无肝癌风险应定期筛查,0
乳糖不耐者可选择酸奶或乳糖分解奶,0
血型和饮食模式无关。,0
发热就一定是新冠,1
心理问题没法预防,1
近视就不要运动,1
焦虑不是懒惰表现而是压力反应,0
吃高蛋白零食可以不长胖,1
油炸食品应少吃以减少反式脂肪和热量摄入,0
白天打盹能完全替代夜间睡眠,1
处女膜破裂一定意味着发生过性行为,1
多吞口水可以延年益寿,1
女孩子经期游泳会导致不孕,1
疼痛管理是癌症治疗重要部分之一,0
健康饮食应包含多样化天然食物,0
夜宵吃得少就不影响减肥,1
枸杞有保健作用但不能治疗屈光不正,0
艾滋病可发生在任何人群,0
玉米须煮水喝能降血压、降血糖、降血脂,1
大蒜空腹吃可以杀菌防癌,1
腹肌显现需整体体脂下降,0
病毒可以在水中存活数月,1
喝豆浆可以溶脂,1
早上第一泡尿最养生,1
看电视距离合适和亮度恰当更关键,0
在公交车上坐下就可能感染疾病,1
方便面不需要肝脏排毒 32 天。「,0
感冒不吃药也会好,1
青光眼和白内障是一回事,1
自慰不会引起乳腺疾病,0
心理问题不等于性格缺陷,0
早上自然醒就不用再睡,1
把双手搓热能杀菌,1
疫苗对变异病毒完全无效,1
高血压会遗传无法预防,1
做器械练不如自由重量,1
眼药水滴多了能视力恢复,1
大便不每天排就是便秘,1
部分人可能经历新冠后遗症应规范评估,0
夜晚情绪波动可能加剧失眠问题,0
每天起床时间保持一致可加强生物钟,0
健脾补气常用于体倦乏力但不是万能,0
吃水果不需要限量和种类搭配,1
乳糖不耐受就等于不能喝任何奶,1
心理咨询师根本不会保密,1
看心理医生会上瘾,1
生冷食物对消化影响因人而异无绝对禁忌,0
不要靠吃何首乌黑发。,0
手脚冰凉就是体寒需要调理,1
抑郁症患者都是不满足的人,1
药物治疗对部分重度患者是必要手段,0
中药比西药一定更安全,1
手术可矫正屈光但存在适应症与风险,0
月经周期的变化因人而异非越多越好,0
瘦子也可能是高血脂,1
训练应循序渐进避免过度,0
夜间驾驶不影响眼健康,1
疫苗没有通过完整试验就上市,1
维生素可以替代食物用于减肥,1
只要远眺就能防近视,1
无论是餐前还是餐后吃水果，都不会影响营养的消化吸收。,0
蛋白质吃多了伤肝伤肾,0
喝中药不能用不锈钢锅煎煮,1
步行可促进健康但不一定满足全部训练目标,0
生吃洋葱可以杀菌,1
长期早醒说明睡眠好,1
戴多层避孕套反而易破损不推荐,0
有氧、力量结合多种方式皆可燃脂,0
发烧就等于传染病,1
睡觉前必须热水泡脚,1
蒸锅水致癌  反复用来蒸馒头等的剩锅水，重金属和硝酸盐的浓度会增加，而硝酸盐受热分解成亚硝酸盐，对人体危害严重。现代医学已证明，亚硝酸盐是一种强烈的致癌性物质。,1
散瞳是检查屈光准确性的手段无永久伤害,0
黄瓜的苦涩感是黄瓜本身的成分导致的  越靠近黄瓜尾部，苦味素越多，吃的时候会感觉口感苦涩,0
按摩肚子能治便秘,1
肾结石是喝矿泉水造成的,1
食补应因人而异不能以偏概全,0
性功能障碍可通过治疗恢复,0
心理问题可以预防如建立良好应对机制,0
精子质量无法通过饮食改善,1
喝绿豆汤能解一切毒,1
清洗尿道无法代替性病防护,0
流感疫苗需年年接种因病毒变异迅速,0
仰头的动作可以缓解颈椎病,1
长皱纹是因为洗脸太多,1
心理问题不排除身体疾病背景需综合评估,0
热水能缓解过敏,1
“液断减肥法”，喝着喝着就瘦了。,1
癌细胞怕热喝热水能抗癌,1
包皮问题需医学评估与是否手术无绝对,0
坐窗边看书对眼睛好,1
视力恢复训练能逆转近视,1
补钙应当以食物为基础。,0
高血压患者在服用药物治疗期间吸烟、喝酒，可能会影响药效，不利于疾病的治疗，甚至会加重病情,0
中医治疗应重视现代影像学检验辅助诊断,0
只要有痣就是癌前兆,1
脱发是因为用脑过度,1
动物肝脏富含铁但不建议频繁摄入,0
经常自慰会缩短寿命,1
高血压等慢病需规范用药不能靠调理代替,0
有了颈动脉斑块就要吃阿司匹林，岁数大了吃阿司匹林能预防心梗、脑梗,1
乳腺增生是乳腺癌的前兆,1
青少年及成人适龄接种疫苗可有效预防疾病,0
洗牙不能让牙齿变白,0
抗菌药对流感病毒无效,0
一些营养素，如胡萝卜中的β-胡萝卜素，经加热处理后，吸收率可显著提高；菠菜、苋菜等叶菜类中的草酸和植酸会影响钙、铁等吸收，焯水后能大幅降低草酸和植酸的含量，提升营养素利用率。四季豆、扁豆等豆类含有植物凝集素和皂苷，未充分加热易引发恶心、腹泻等中毒症状，需彻底煮熟后食用。,0
晚饭后不动就会胖,1
按摩眼部能治近视,1
